purl,name,ecosystem,bucket,situation,eol_direct,dead_transitive_count,remediation,alternative_purl,remediation_notes,remediation_source,llm_confidence,dependent_repos,top1_dependent,code_loc,complexity,has_native,unpatched_advisories,repository_url
pkg:npm/http-deceiver,http-deceiver,npm,unknown,few-large,0,0,switch,,SPDY accounts for 100% of dependents (69M downloads); SPDY itself was deprecated when HTTP/2 became standard in 2015. Migrate to Node.js's native http2 module instead of maintaining this dependency chain.,llm,0.85,2911733,spdy,193,16,0,0,https://github.com/indutny/http-deceiver
pkg:npm/deep-extend,deep-extend,npm,dead,inlineable,0,0,vendor,,The entire implementation is 82 lines of straightforward recursive object merging. Copy the function into your codebase to eliminate the dependency with no meaningful maintenance cost.,llm,0.9,2907130,rc,82,34,0,0,https://github.com/unclechu/node-deep-extend
pkg:npm/dns-packet,dns-packet,npm,dormant,broad,0,0,accept,,Stable DNS packet codec with broad adoption; dormant since 389 days but no critical issues. Pin to a known working version; fork only if you need to patch specific bugs.,llm,0.8,2905460,multicast-dns,2926,257,0,0,https://github.com/mafintosh/dns-packet
pkg:npm/obuf,obuf,npm,dormant,inlineable,0,0,vendor,,"This 591-line buffer utility with zero dependencies is small enough to copy directly into your project. Most dependents inherited it as a transitive dependency through SPDY/HTTP2 support; if you no longer need offset buffering, migrate to native Node.js Buffer APIs instead.",llm,0.8,2904278,postgres-bytea,591,49,0,0,https://github.com/indutny/offset-buffer
pkg:npm/dns-equal,dns-equal,npm,unknown,inlineable,0,0,vendor,,99 lines of stable RFC 1035 DNS comparison code with no dependencies—small enough to inline directly into consuming projects. The lack of maintenance poses no risk since DNS equality semantics are stable.,llm,0.88,2899979,sterfive-bonjour-service,99,0,0,0,https://github.com/watson/dns-equal
pkg:npm/sockjs,sockjs,npm,dormant,broad,0,0,switch,pkg:npm/socket.io,SockJS's fallback transport layer is obsolete with modern browser support; Socket.IO is the actively maintained alternative providing similar APIs and broader ecosystem.,llm,0.75,2898020,sockjs-client,1387,142,0,0,https://github.com/sockjs/sockjs-node
pkg:npm/multicast-dns,multicast-dns,npm,unknown,broad,0,0,accept,,"Stable, focused protocol implementation with 3M dependents and no clear alternative. Pin the version and monitor for security issues; this is legacy-but-functional infrastructure.",llm,0.8,2890983,sterfive-bonjour-service,728,67,0,0,https://github.com/mafintosh/multicast-dns
pkg:npm/select-hose,select-hose,npm,unknown,few-large,0,0,vendor,,"SPDY's sole major dependent accounts for 99%+ of usage (69M downloads). At 78 LOC with zero runtime dependencies, spdy should vendor the code directly rather than depend on a dead package.",llm,0.88,2883774,spdy,78,7,0,0,https://github.com/indutny/select-hose
pkg:npm/spdy,spdy,npm,unknown,broad,0,0,switch,,"SPDY is deprecated; Node.js has native HTTP/2 support. Migrate to the built-in http2 module for all new code. For existing deployments on SPDY, pin the version and plan a migration path.",llm,0.75,2882748,https-localhost,734,124,0,0,https://github.com/indutny/node-spdy
pkg:npm/spdy-transport,spdy-transport,npm,unknown,few-large,0,0,switch,,The spdy package (69M downloads) is the sole meaningful dependent. Users relying on spdy for HTTP/2 should migrate to Node.js's built-in http2 module. SPDY itself is obsolete; no maintained alternative exists for that protocol specifically.,llm,0.8,2882507,spdy,4135,541,0,0,https://github.com/spdy-http2/spdy-transport
pkg:npm/wbuf,wbuf,npm,unknown,broad,0,0,accept,,wbuf hasn't been maintained in 8 years but remains stable infrastructure code for HTTP/2 buffering. At 688 lines it's small and focused; heavy use by hpack.js and spdy-transport shows it works. Pin the version and accept the dependency.,llm,0.85,2880775,hpack.js,688,77,0,0,https://github.com/indutny/wbuf
pkg:npm/array-uniq,array-uniq,npm,unknown,inlineable,0,0,vendor,,"Package hasn't been updated in 5 years. The entire functionality—removing duplicate array elements—amounts to `[...new Set(array)]` in modern JavaScript, with no external dependencies. Each dependent should inline this trivial logic and drop the dependency.",llm,0.95,2875330,array-unique,106,0,0,0,https://github.com/sindresorhus/array-uniq
pkg:npm/thunky,thunky,npm,unknown,inlineable,0,0,vendor,,"Unmaintained but trivially simple: 289 LOC, zero dependencies. Vendors should copy the caching logic directly into their projects rather than maintain an unmaintained dependency.",llm,0.85,2870641,multicast-dns,289,6,0,0,https://github.com/mafintosh/thunky
pkg:npm/file-loader,file-loader,npm,dead,broad,1,1,switch,,"Archived with explicit deprecation guidance. Webpack 5+ projects should migrate to webpack's built-in asset modules (type: 'asset'), which replace file-loader without an external dependency. Older webpack versions should pin the version.",llm,0.95,2867787,,159,24,0,0,https://github.com/webpack-contrib/file-loader
pkg:npm/delegates,delegates,npm,unknown,inlineable,0,0,vendor,,Only 298 lines with zero dependencies. Vendor the code into your codebase and drop the dependency.,llm,0.88,2863488,koa-locale,298,12,0,0,https://github.com/visionmedia/node-delegates
pkg:npm/rc,rc,npm,dead,broad,0,1,vendor,pkg:npm/cosmiconfig,"Only 66 lines of JavaScript with simple dependencies. Vendoring is practical for most projects given the stable codebase. If active maintenance is preferred, cosmiconfig provides config discovery but requires API changes.",llm,0.85,2862005,dogapi,66,13,0,1,https://github.com/dominictarr/rc
pkg:npm/has-unicode,has-unicode,npm,dead,inlineable,0,0,vendor,,This 121-line package just checks environment variables for UTF-8 support. Teams should vendor the detection logic directly into their projects rather than depend on unmaintained code.,llm,0.9,2839706,gauge,121,10,0,0,https://github.com/iarna/has-unicode
pkg:npm/console-control-strings,console-control-strings,npm,unknown,broad,0,0,vendor,,A 363-line utility with no runtime dependencies—inexpensive to vendor into your project. Terminal control sequences are standardized and unlikely to require updates.,llm,0.85,2830527,gauge,363,13,0,0,https://github.com/iarna/console-control-strings
pkg:npm/clean-css,clean-css,npm,dead,broad,0,0,accept,,"Explicitly in maintenance mode with 2.8M dependent repositories; stable and efficient but inactive for 880+ days. Dependents should pin the version and accept the stability risk, which is low for a mature, feature-complete tool.",llm,0.85,2829869,,10647,2636,0,0,https://github.com/clean-css/clean-css
pkg:npm/deep-equal,deep-equal,npm,dormant,broad,0,0,accept,,Stable utility for portable deep equality checking; dormant but recent commits show monitoring. Pin version and monitor for security—no clear maintained alternative covers the same breadth.,llm,0.82,2827902,,2236,183,0,0,https://github.com/inspect-js/node-deep-equal
pkg:npm/he,he,npm,dead,broad,0,0,vendor,,"he is dependency-free and stable, making it safe to vendor. At 335 LOC with no runtime dependencies, copying it inline puts full control with consumers and removes dead-upstream risk.",llm,0.92,2827549,http-server,335,10,0,0,https://github.com/mathiasbynens/he
pkg:npm/http-parser-js,http-parser-js,npm,dormant,broad,0,0,accept,,Pure JavaScript HTTP parser with 2.8M dependent repos. Dormant 385+ days but stable for its use case (tolerant parsing of legacy/malformed HTTP). No active alternative handles the same lenient behavior; switching is impractical at scale.,llm,0.78,2825835,websocket-driver,12848,884,0,0,https://github.com/creationix/http-parser-js
pkg:npm/util.promisify,util.promisify,npm,unknown,broad,0,0,accept,,"This polyfill was replaced by native util.promisify in Node.js v8 (2017). Unmaintained for 496 days but safe on v8+; drop from direct dependencies, pin in legacy code.",llm,0.9,2823576,ts-node,548,24,0,0,https://github.com/ljharb/util.promisify
pkg:npm/postcss-modules-local-by-default,postcss-modules-local-by-default,npm,dead,broad,0,0,accept,,Pin the current version. CSS transformation logic is unlikely to need ongoing maintenance. Only migrate if PostCSS or build tooling undergoes breaking changes that affect this plugin.,llm,0.65,2822309,postcss-modules-resolve-imports,585,110,0,0,https://github.com/css-modules/postcss-modules-local-by-default
pkg:npm/postcss-modules-scope,postcss-modules-scope,npm,dead,broad,0,0,accept,,"Small, stable PostCSS plugin for CSS Modules scoping with 2.8M dependent repos. No maintenance since 533 days ago, but the 325-line codebase is mature and unlikely to need changes. Recommend pinning to the current version and monitoring its single runtime dependency.",llm,0.75,2822065,postcss-modules-resolve-imports,325,35,0,0,https://github.com/css-modules/postcss-modules-scope
pkg:npm/postcss-modules-extract-imports,postcss-modules-extract-imports,npm,dead,inlineable,0,0,vendor,,"Small, self-contained PostCSS plugin with zero runtime dependencies. CSS Modules adoption has declined; copy the 255-line implementation into your codebase to control its evolution or gradually migrate away from CSS Modules syntax.",llm,0.88,2821775,postcss-modules-resolve-imports,255,7,0,0,https://github.com/css-modules/postcss-modules-extract-imports
pkg:npm/postcss-modules-values,postcss-modules-values,npm,dormant,broad,0,0,vendor,,"This is a stable, minimal PostCSS plugin for CSS Modules values that's safe to vendor into your build given its 140-line footprint, or pin and accept the maintenance risk since it's been unchanged for 2+ years.",llm,0.85,2820939,css-modules-require-hook,140,0,0,0,https://github.com/css-modules/postcss-modules-values
pkg:npm/postcss-load-config,postcss-load-config,npm,dormant,broad,0,0,accept,,A dormant config loader serving 2.8M dependent repos. The 272-line codebase is stable and has minimal attack surface. Pin the current version; the package rarely needs updates. Only switch if security issues emerge with no maintenance response.,llm,0.8,2814519,rollup-plugin-postcss,272,35,0,0,https://github.com/postcss/postcss-load-config
pkg:npm/icss-utils,icss-utils,npm,unknown,inlineable,0,0,vendor,,166 LOC utility with zero runtime dependencies. Unmaintained 1784 days but stable—code is proven and ICSS spec unlikely to change. Safe to vendor into each consuming project rather than maintain as an external dependency.,llm,0.9,2763117,postcss-modules-values,166,25,0,0,https://github.com/css-modules/icss-utils
pkg:npm/invariant,invariant,npm,dead,inlineable,0,1,vendor,,Just 254 lines of stable assertion logic; dependents should vendor this inline and drop the dependency rather than rely on unmaintained code.,llm,0.95,2745293,,254,10,0,0,https://github.com/zertosh/invariant
pkg:npm/csso,csso,npm,dead,broad,0,0,accept,,"CSS minification is a solved, stable problem with zero unresolved transitive vulnerabilities. Pin the version and move on.",llm,0.85,2739126,vanilla-colorful,2533,406,0,0,https://github.com/css/csso
pkg:npm/default-gateway,default-gateway,npm,dead,broad,0,0,accept,,Small stable wrapper around OS commands with no complex dependencies. Pin version and accept the risk; maintenance burden is minimal.,llm,0.8,2735340,@dcloudio/uni-automator,389,95,0,0,https://github.com/silverwind/default-gateway
pkg:npm/prepend-http,prepend-http,npm,dormant,inlineable,0,0,vendor,,Copy the 4-line prepend-http function into your codebase. No maintained alternative exists for this specific utility.,llm,0.95,2699993,protocolify,143,4,0,0,https://github.com/sindresorhus/prepend-http
pkg:npm/regexp.prototype.flags,regexp.prototype.flags,npm,dormant,broad,0,0,accept,,"Stable spec-compliant polyfill for a native ES6 feature. Modern environments don't need it; for legacy support, pin the version. Large dependent count reflects transitive usage—audit whether actual dependents require the polyfill or could drop it.",llm,0.85,2663940,deep-equal,711,26,0,0,https://github.com/es-shims/regexp.prototype.flags
pkg:npm/caniuse-api,caniuse-api,npm,unknown,broad,0,0,accept,,Stable query wrapper around maintained caniuse-lite data; no active maintenance required. Pin the version and monitor caniuse-lite updates.,llm,0.88,2639534,aphrodite,102,15,0,0,https://github.com/nyalab/caniuse-api
pkg:npm/is-directory,is-directory,npm,unknown,inlineable,0,0,vendor,,"Stable utility (unmaintained 10 years, zero issues). Only 116 lines wrapping fs.stat(). Copy the implementation into your project or call native fs APIs directly.",llm,0.88,2639327,codeowners,555,12,0,0,https://github.com/jonschlinkert/is-directory
pkg:npm/asap,asap,npm,unknown,broad,0,0,accept,,ASAP is a stable but unmaintained async scheduler. Use native Promise.resolve().then() or queueMicrotask() for new code; pin existing versions for safety—no issues in 8+ years.,llm,0.85,2638377,promise,20370,125,0,0,https://github.com/kriskowal/asap
